comuna,link,n_habitaciones,n_baños,n_estacionamientos,total_superficie_m2,superficie_construida_m2,valor_uf,direccion,quien_vende,corredor
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-de-2-pisos-en-quilicura/3735703,4,1,0,125.0,95.0,2.239,"Quilicura, Casa de 2 pisos en Quilicura",Armacima LImitada,Armacima Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/volcan-villarrica/3588637,3,2,2,98.0,83.0,2.257,"Quilicura, Volcán Villarrica",Ferrada&Vial,Ferrada&vial Spa
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-himalayassta-laura/3555468,4,1,0,95.0,90.0,2.604,"Quilicura, Los Himalayas/Sta Laura",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-condominio-el-alba-de-lo-campino/3735642,3,3,0,120.0,88.0,3.8,"Quilicura, Casa en Condominio El Alba de lo Campino",Armacima LImitada,Armacima Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/aranjuez-oriente/3508938,3,2,1,230.0,90.0,4.415,"Quilicura, Aranjuez Oriente",CARLOS JORQUERA F.,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/av-bernardo-ohigginsav-las-torres/3607675,3,2,0,139.0,88.0,3.541,"Quilicura, Av. Bernardo o´higgins/av. Las torres",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-de-2-pisos-en-valle-lo-campino/3735710,4,3,0,238.0,138.0,5.104,"Quilicura, Casa de 2 pisos en Valle Lo Campino",Armacima LImitada,Armacima Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/el-arrayan-126/3582799,3,1,1,335.0,127.0,3.989,"Quilicura, El Arrayán 126",Julio Dario Araya Ulloa,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-volcan-peteroa/3710818,3,1,1,8.0,60.0,1.979,"Quilicura, Pasaje volcan peteroa",José Luis Ramírez Farias,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/arturo-pratmedio-dia/3373825,3,1,0,132.0,78.0,2.951,"Quilicura, Arturo Prat/Medio Dia",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campinoquilicura/2805022,4,3,0,208.0,138.0,5.4,"Quilicura, Valle Lo Campino/Quilicura",Toro Guzmán Propiedades,Toro Guzmán Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/camilo-mori/3658250,3,1,2,126.0,80.0,2.535,"Quilicura, Camilo Mori",Ricardo Propiedades,Ricardo Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/psje-ecuador-0328/3710622,3,1,1,95.0,75.0,2.396,"Quilicura, psje ecuador  0328",jorge torres,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/arequipa-0420/2962778,3,2,1,69.0,79.0,2.5,"Quilicura, Arequipa 0420",Nelda Fuentes Morgado,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/valle-lo-campinomadrid-norte/3621123,3,3,0,120.0,88.0,4.1,"Quilicura, Valle lo campino/madrid norte",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2pisos-y-local-comercial-poblacion-sn-enrique/3545093,2,2,0,99.0,63.0,1.701,"Quilicura, Casa 2°Pisos y Local Comercial. Población Sn. Enrique",Corretajes Prosal Ltda.,Corretajes Prosal
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/quilicura-region-metropolitana/3348575,4,1,0,60.0,50.0,2.083,"Quilicura, Quilicura, Región Metropolitana",Sandra Vargas Céspedes,Alianza Pro Gestión Inmobiliaria
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/san-andres-1035/3604094,4,2,1,90.0,80.0,2.153,"Quilicura, San Andres 1035",Casas en Chile,Casas en Chile
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoletasanta-luisa/3715272,2,2,0,101.0,46.0,2.604,"Quilicura, Lo marcoleta/santa luisa",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-conjunto-staluisa-de-quilicura/3589764,8,2,0,113.0,115.0,2.153,"Quilicura, Casa 2 Pisos en Conjunto Sta.Luisa de Quilicura",Corretajes Prosal Ltda.,Corretajes Prosal
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/rigoberto-jara-270/3608042,2,1,1,70.0,45.0,1.771,"Quilicura, Rigoberto Jara 270",Casas en Chile,Casas en Chile
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-otero-echeverrialas-torres/3011916,3,2,0,190.0,60.0,4.208,"Quilicura, Pasaje Otero Echeverria/Las Torres",RED Gestión Propiedades,Red Gestión Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-estilo-mallorca-valle-lo-campino/3735602,4,3,0,350.0,240.0,6.7,"Quilicura, Casa Estilo Mallorca Valle Lo Campino",Armacima LImitada,Armacima Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/pasaje-estadio-israelita-491/2677944,3,2,1,105.0,0.0,2.187,"Quilicura, pasaje estadio Israelita 491",Paola Sepulveda,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/santa-laurarigoberto-jara/2947961,4,2,0,0.0,97.0,2.014,"Quilicura, Santa laura/rigoberto jara",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/cordova/3658121,3,3,1,123.0,87.0,3.229,"Quilicura, Córdova",Ricardo Propiedades,Ricardo Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/castellon/3553814,3,3,1,154.0,98.0,4.55,"Quilicura, Castellón",ANNE MARIE BOUFFANAIS NORIEGA,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/tucuman-511/2453279,4,1,1,70.0,90.0,2.239,"Quilicura, Tucumán 511",N Publicidad y Asesorias SpA,N Publicidad y Asesorias SpA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-esquina-villa-paseo-central/3735548,3,1,0,95.0,70.0,2.279,"Quilicura, Casa Esquina Villa Paseo Central",Armacima LImitada,Armacima Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-2-pisos-en-conjunto-residencial-parque-real/3110170,3,2,0,128.0,107.0,2.569,"Quilicura, Casa 2 Pisos en Conjunto Residencial Parque. Real",Corretajes Prosal Ltda.,Corretajes Prosal
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/los-himalayas-0153/3582777,3,1,1,120.0,75.0,2.535,"Quilicura, Los Himalayas 0153",Mariela Contreras,Vende Dueño/a
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/las-torres-250/2346938,3,1,2,110.0,0.0,2.17,"Quilicura, Las Torres  250",N Publicidad y Asesorias SpA,N Publicidad y Asesorias SpA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/el-tamarugo-537/2453247,2,1,2,70.0,52.0,1.489,"Quilicura, El Tamarugo 537",N Publicidad y Asesorias SpA,N Publicidad y Asesorias SpA
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/casa-en-villa-san-ignacio-de-loyola/3735730,2,1,0,65.0,65.0,1.919,"Quilicura, Casa en Villa San Ignacio de Loyola",Armacima LImitada,Armacima Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/lo-marcoletavii-de-linea/1850484,3,2,0,120.0,80.0,3.403,"Quilicura, Lo marcoleta/vii de linea",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Quilicura,https://chilepropiedades.cl/ver-publicacion/venta-usada/quilicura/casa/rio-cachapoal-759/3583769,3,1,1,68.0,70.0,1.823,"Quilicura, Rio Cachapoal 759",Casas en Chile,Vende Dueño/a
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/dr-hector-lehuede-2252/3584807,4,1,1,350.0,200.0,5.902,"Quinta Normal, Dr Héctor Lehuedé 2252",Amparo Canales Bustos,Vende Dueño/a
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/carrascalraul-dennis/2981504,2,2,0,58.0,54.0,1.989,"Quinta Normal, Carrascal/raul dennis",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-2-pisos-cercana-a-estacion-metro-gruta-de-lourdes/3353088,7,2,0,240.0,150.0,3.472,"Quinta Normal, Casa 2 Pisos cercana a Estación metro Gruta de Lourdes",Corretajes Prosal Ltda.,Corretajes Prosal
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/avenida-carrascal/3700801,4,2,2,200.0,123.0,3.125,"Quinta Normal, Avenida Carrascal",Cristian Tapia,Vende Dueño/a
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/venus-1483/3590883,4,2,4,400.0,236.0,6.25,"Quinta Normal, Venus 1483",fabricio flavio bello lorenzetti,rosario andrade avendaño
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-2-pisos-y-galpon-lo-ampuero/3545091,3,2,0,455.0,389.0,6.076,"Quinta Normal, Casa 2 Pisos y Galpón. Lo Ampuero",Corretajes Prosal Ltda.,Corretajes Prosal
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/carrascallo-espinoza/1007205,5,2,0,1632.0,381.0,13.888,"Quinta Normal, Carrascal/Lo Espinoza",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/mapocho/3714014,3,1,0,218.0,218.0,2.257,"Quinta Normal, Mapocho",Constanza poblete,Vende Dueño/a
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/victor-hugo-2421/3729787,5,2,8,1000.0,100.0,12.152,"Quinta Normal, Víctor Hugo 2421",Jacqueline Catalan Molina,Vende Dueño/a
Quinta Normal,https://chilepropiedades.cl/ver-publicacion/venta-usada/quinta-normal/casa/casa-de-1-piso-en-pobl-barea/3693744,3,1,0,168.0,112.0,2.257,"Quinta Normal, Casa de 1 Piso en Pobl. Barea",Corretajes Prosal Ltda.,Corretajes Prosal
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/propiedad-apta-para-uso-industrial-bodegaje-taller-yo-residencial/3429129,0,0,0,0.0,0.0,15.624,"Recoleta, Propiedad apta para uso Industrial, Bodegaje, Taller y/o Residencial.",Corretajes Prosal Ltda.,Corretajes Prosal
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/pintor-fosa-calderon-2745/3478076,3,1,0,200.0,150.0,2.43,"Recoleta, Pintor fosa Calderón 2745",Rodrigo Alejandro martinez Saldivia,Vende Dueño/a
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoav-el-salto/3605420,6,2,0,214.0,140.0,4.757,"Recoleta, Av méxico/av el salto",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoletarengifo/986652,3,1,0,262.0,90.0,5.451,"Recoleta, Recoleta/Rengifo",Felipe Acosta Propiedades Peñalolén,Procasa Felipe Acosta Propiedades Peñalolén
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/magnolias/2867701,3,1,2,320.0,160.0,5.382,"Recoleta, Magnolias",SGQ PROPIEDADES,Sgq Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/maria-eugeniazapadores/3131551,3,4,0,302.0,192.0,5.034,"Recoleta, Maria eugenia/zapadores",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/avenida-peruvaldivieso/2716913,4,3,0,465.0,260.0,12.9,"Recoleta, Avenida Perú/Valdivieso",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-el-saltodoctor-ostomol/3474706,3,1,0,146.0,83.0,3.923,"Recoleta, Av. El Salto/Doctor Ostomol",Aleida Lama Propiedades,Aleida Lama Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/mexico/2708146,5,3,8,760.0,176.0,14.756,"Recoleta, México",Guillermo Bravo Zarate,Guillermo Bravo Zarate
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/santa-analos-zapadores/3478305,1,1,0,240.0,85.0,3.472,"Recoleta, Santa Ana/Los Zapadores",Aleida Lama Propiedades,Aleida Lama Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/avenida-valdivieso/3710398,5,2,0,220.0,220.0,2.778,"Recoleta, Avenida Valdivieso",Alessandro Matteucci Cajas,Alessandro Matteucci Cajas
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-recoletaav-einstein/2897926,5,3,0,558.0,228.0,12.3,"Recoleta, Av recoleta/av. Einstein",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/casa-de-1-piso-en-las-brisas/3693786,3,1,0,250.0,100.0,2.43,"Recoleta, Casa de 1 Piso en Las Brisas",Corretajes Prosal Ltda.,Corretajes Prosal
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/metro-zapadoresleoncio-villablanca/3686233,3,2,0,162.0,122.0,4.166,"Recoleta, Metro Zapadores/Leoncio Villablanca",Evaristo Lillo,Evaristo Lillo
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/3-de-noviembre/2194808,4,3,8,348.0,348.0,10.5,"Recoleta, 3 de noviembre",MLC Propiedades,MLC Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/buenos-aires-loreto/2830013,10,3,0,336.0,324.0,9.027,"Recoleta, Buenos Aires / Loreto",Cata Brochet Propiedades,Cata Brochet Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/los-estudiantes-181-recoleta/3709574,6,0,0,92.0,361.0,6.946,"Recoleta, Los Estudiantes 181, Recoleta",Vivaqui Propiedades,Vivaqui Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/av-mexicoobispo-del-pozo/2643091,7,2,0,760.0,160.0,14.409,"Recoleta, Av. Mexico/Obispo del Pozo",Mauricio Pino Propiedades,Mauricio Pino Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/ruhue-712/2394938,4,4,1,208.0,177.0,11.6,"Recoleta, Ruhue 712",Corredor Pro SpA.,Corredorpro Spa
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/lambare-1165/2990778,7,1,2,180.0,100.0,3.646,"Recoleta, Lambaré 1165",MLC Propiedades,MLC Propiedades
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/recoleta-poblacion-san-marcoshuachipato-metro-dorsal/3593091,2,1,0,220.0,155.0,3.298,"Recoleta, Recoleta // Poblacion San Marcos/Huachipato / Metro Dorsal",Evaristo Lillo,Evaristo Lillo
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/parque-central-272/3599027,2,1,1,144.0,80.0,2.778,"Recoleta, Parque Central 272",enrique octavio bobadilla cajales,Vende Dueño/a
Recoleta,https://chilepropiedades.cl/ver-publicacion/venta-usada/recoleta/casa/barrio-patronato-loreto/3003503,8,3,0,336.0,324.0,9.374,"Recoleta, Barrio Patronato /Loreto",Schumacher Propiedades,Schumacher Propiedades
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/las-salitreras/3666151,3,1,1,81.0,67.0,2.048,"Renca, Las Salitreras",Macarena Salinas Gormaz,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/combate-naval-1612/3670417,3,1,1,65.0,49.0,1.84,"Renca, Combate Naval 1612",Macarena Salinas Gormaz,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/marcoleta/3674211,4,3,2,340.0,120.0,7.986,"Renca, Marcoleta",Macarena Salinas Gormaz,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/casa-2-pisos-en-barrio-los-girasoles/3162731,3,2,0,116.0,76.0,2.778,"Renca, Casa 2 Pisos en Barrio Los Girasoles",Corretajes Prosal Ltda.,Corretajes Prosal
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/calle-seis/3666165,3,2,0,384.0,239.0,5.208,"Renca, Calle seis",Macarena Salinas Gormaz,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/el-montijo/2741565,2,2,0,163.0,90.0,3.194,"Renca, El montijo",Schumacher Propiedades,Schumacher Propiedades
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/menta-5086/3690295,4,1,1,180.0,172.0,2.951,"Renca, Menta 5086",Macarena Salinas Gormaz,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/los-ciruelos/3670345,4,1,2,166.0,133.0,3.993,"Renca, Los Ciruelos",Macarena Salinas Gormaz,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/pje-seis-4737/2860017,4,2,0,200.0,120.0,2.951,"Renca, Pje Seis 4737",Gustavo Adolfo Hugo Palma Fuentes,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/caupolican-1224/3634078,5,2,0,255.0,150.0,3.36,"Renca, Caupolicán 1224",Maria Leiva,Vende Dueño/a
Renca,https://chilepropiedades.cl/ver-publicacion/venta-usada/renca/casa/nicanor-plaza/3670435,3,2,2,103.0,55.0,2.951,"Renca, Nicanor Plaza",Macarena Salinas Gormaz,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/urmeneta-01094/2809731,5,2,3,170.0,177.0,2.951,"San Bernardo, Urmeneta 01094",Francisca Abarca,Francisca Abarca
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-padre-hurtado-17289-cs-70/2784868,3,3,2,180.0,94.0,3.298,"San Bernardo, Camino Padre Hurtado 17289, CS 70",Guillermo Bravo Zarate,Guillermo Bravo Zarate
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso/3608822,4,1,0,483.0,81.0,2.43,"San Bernardo, Casa de 1 piso",Corretajes Prosal Ltda.,Corretajes Prosal
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/padre-hurtado/3381661,3,2,4,450.0,140.0,9.1,"San Bernardo, Padre Hurtado",Enrique Thuillier,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/villa-maestranza-iii/3605892,4,2,1,140.0,90.0,3.107,"San Bernardo, Villa maestranza iii",Jorge Mauro Díaz,Mauro Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pasaje-la-divina-providencia/3713562,2,1,0,148.0,71.0,2.326,"San Bernardo, Pasaje  La Divina Providencia",Francisca Abarca,Francisca Abarca
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-quisco-850/3622174,3,1,2,180.0,115.0,2.048,"San Bernardo, El Quisco 850",Andrea Atenas Aravena,AAA Corredora de Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/sta-teresa-de-tango-2305/3576471,6,5,2,5000.0,300.0,18.0,"San Bernardo, Sta Teresa de Tango 2305",Camila Castillo Pinaud,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-bernardo-region-metropolitana/3186137,5,1,0,300.0,175.0,5.173,"San Bernardo, San Bernardo, Región Metropolitana",Jorge Rodriguez,Difusion Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/pedro-oyarzun-821/3588712,4,3,2,180.0,117.0,3.66,"San Bernardo, Pedro Oyarzún 821",Erick Marcelo Villanueva Rojas,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-en-condominio-santa-filomena-de-nos/3735784,3,3,0,160.0,102.0,4.114,"San Bernardo, Casa en Condominio Santa Filomena de Nos",Armacima LImitada,Armacima Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/san-alfonso/3609765,3,2,4,350.0,100.0,6.119,"San Bernardo, San Alfonso",Gustavo Alberto Muñoz Palma,G A M P. Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/covadonga-722/2994325,2,0,0,242.0,115.0,5.9,"San Bernardo, Covadonga 722",Ayelen Sepulveda Jara,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-de-nos-los-morrosav-portalesautopista-central/3489767,3,3,0,153.0,95.0,2.951,"San Bernardo, Camino de nos, los morros/av. Portales/autopista central",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/el-barrancon/3604532,5,5,3,5000.0,440.0,17.8,"San Bernardo, El Barrancón",Gabriela Mellado V.,Zenpro Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-la-caridad/3712359,4,2,1,132.0,120.0,2.778,"San Bernardo, Avenida la Caridad",Francisca Abarca,Francisca Abarca
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/autopiata-centralestacion-nos/1213620,3,2,0,12500.0,200.0,67.443,"San Bernardo, Autopiata central/Estacion Nos",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/nacimientodameyvo/3057572,3,2,0,137.0,139.0,5.277,"San Bernardo, Nacimiento/Dameyvo",Jorge Pablo Caro Propiedades,Jorge Pablo Caro Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/propiedad-en-centro-de-san-bernardo/3332867,2,1,0,380.0,166.0,3.472,"San Bernardo, Propiedad en centro de San Bernardo",Corretajes Prosal Ltda.,Corretajes Prosal
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-de-1-piso-cercana-a-estacion-metro-tren-freire/3348430,2,1,0,194.0,69.0,2.517,"San Bernardo, Casa de 1 Piso cercana a Estación Metro Tren Freire",Corretajes Prosal Ltda.,Corretajes Prosal
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/piedemonte/3711035,3,3,2,250.0,112.0,4.95,"San Bernardo, Piedemonte",Evelyn Constanza Morales Martínez,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-el-barranconavda-calera-de-tango-cv/3359808,5,5,0,5000.0,490.0,17.8,"San Bernardo, Camino El Barrancón/Avda Calera de Tango CV",Cristian Vial Propiedades,Cristian Vial Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/roberto-paut-calderon-890/3494588,4,3,1,150.0,85.0,4.444,"San Bernardo, Roberto Paut Calderón 890",Terranovapropiedades,Terranovapropiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/casa-2-pisos-en-las-palmas-de-nos/3693749,3,2,0,182.0,78.0,2.43,"San Bernardo, Casa 2 Pisos en Las Palmas de Nos",Corretajes Prosal Ltda.,Corretajes Prosal
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maule-269/3655660,4,1,2,213.0,93.0,4.166,"San Bernardo, Maule 269",Juan Pablo Calderón,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/quimahue/3415676,3,2,3,1835.0,144.0,10.5,"San Bernardo, Quimahue",Corredor Pro SpA.,Corredorpro Spa
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/avenida-diego-portales-oriente-1588-maestranza/2911133,4,2,2,190.0,100.0,4.34,"San Bernardo, avenida diego portales oriente 1588, maestranza",ana maria martinez donoso,Carolina Martinez Propiedades
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/almirante-riverolos-suspiros/2675169,3,3,0,172.0,92.0,3.8,"San Bernardo, Almirante Rivero/Los Suspiros",Jaime Moris Propiedades (Providencia),Jaime Moris Propiedades (Providencia)
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/maipu-colon-norte/3381616,4,3,4,570.0,240.0,12.5,"San Bernardo, Maipú & Colón Norte",Enrique Thuillier,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/condominio-lo-herrera-san-bernardo/3421434,5,4,4,800.0,230.0,10.3,"San Bernardo, Condominio Lo Herrera, San Bernardo",Paniagua y compañia ltda,Paniagua Gestión Inmobiliaria
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/volcan-lanin-15044/3579858,2,1,0,40.0,40.0,1.25,"San Bernardo, Volcán Lanín 15044",Erick Marcelo Villanueva Rojas,Vende Dueño/a
San Bernardo,https://chilepropiedades.cl/ver-publicacion/venta-usada/san-bernardo/casa/camino-nos-los-morrosav-portales-ote/3077848,3,3,0,151.0,85.0,3.615,"San Bernardo, Camino nos los morros/av portales ote",Propiedades Centro Santiago SPA,Propiedades Centro Santiago SPA
